date,gpu_name,flipkart_price,flipkart_rating,flipkart_reviews,amazon_price,amazon_rating,amazon_reviews,aliexpress_price,aliexpress_rating,aliexpress_reviews,price_diff_amazon,price_diff_aliexpress,average_rating,discount_flag,units_sold,revenue
2024-10-16,NVIDIA RTX 3080,53955,4.1,1023,49935,3.8,951,76937,3.5,662,4020,-22982,3.7999999999999994,0,29,1564695
2024-10-16,AMD RX 6600,78558,4.0,897,90056,4.7,760,64742,3.7,609,-11498,13816,4.133333333333333,0,83,6520314
2024-10-16,AMD RX 6700 XT,41887,3.5,1575,51961,3.8,1209,49871,3.5,1162,-10074,-7984,3.6,1,74,3099638
2024-10-16,NVIDIA RTX 4060,35085,3.6,1837,77286,3.7,537,43563,4.5,1661,-42201,-8478,3.9333333333333336,1,222,7788870
2024-10-16,AMD RX 7900 XTX,34444,4.9,317,38799,4.0,130,27611,4.4,529,-4355,6833,4.433333333333334,0,62,2135528
2024-10-15,NVIDIA RTX 3060,65607,4.0,277,80066,4.0,897,63459,4.4,1786,-14459,2148,4.133333333333334,0,113,7413591
2024-10-15,NVIDIA RTX 3070,62484,4.1,1783,53645,3.8,1447,46075,3.8,1162,8839,16409,3.9,0,1,62484
2024-10-15,NVIDIA RTX 3080,29921,3.7,550,63821,4.4,189,47318,3.8,1900,-33900,-17397,3.9666666666666672,1,201,6014121
2024-10-15,AMD RX 6600,43078,4.7,1839,32615,4.1,1671,37668,3.5,517,10463,5410,4.1000000000000005,0,1,43078
2024-10-15,AMD RX 6700 XT,65857,3.7,1487,88314,4.6,1720,65422,4.4,1961,-22457,435,4.233333333333333,0,141,9285837
2024-10-15,NVIDIA RTX 4060,70997,4.3,1236,46536,4.9,1328,61851,4.0,1704,24461,9146,4.3999999999999995,0,1,70997
2024-10-15,AMD RX 7900 XTX,41539,3.6,1272,69681,4.5,1488,28101,3.5,1063,-28142,13438,3.8666666666666667,0,175,7269325
2024-10-14,NVIDIA RTX 3060,78053,4.3,274,42143,3.8,1659,27667,4.9,195,35910,50386,4.333333333333333,0,1,78053
2024-10-14,NVIDIA RTX 3070,63656,4.6,1950,69134,4.2,786,76320,4.6,447,-5478,-12664,4.466666666666667,1,77,4901512
2024-10-14,NVIDIA RTX 3080,68803,4.1,1422,29298,4.9,1019,43551,3.5,1937,39505,25252,4.166666666666667,0,1,68803
2024-10-14,AMD RX 6600,90347,3.7,552,76304,4.5,576,51943,4.1,235,14043,38404,4.1,0,1,90347
2024-10-14,AMD RX 6700 XT,56718,3.7,1474,92796,4.6,127,40629,4.2,950,-36078,16089,4.166666666666667,0,196,11116728
2024-10-14,NVIDIA RTX 4060,33624,4.2,1225,52661,4.4,1936,80827,4.8,1757,-19037,-47203,4.466666666666668,1,115,3866760
2024-10-14,AMD RX 7900 XTX,33968,4.5,613,40790,3.9,977,24645,4.2,1942,-6822,9323,4.2,0,81,2751408
2024-10-13,NVIDIA RTX 3060,36488,4.6,1097,58999,3.6,381,56717,4.0,1205,-22511,-20229,4.066666666666666,1,139,5071832
2024-10-13,NVIDIA RTX 3070,68290,3.7,1442,75174,3.9,410,74943,4.5,297,-6884,-6653,4.033333333333333,1,58,3960820
2024-10-13,NVIDIA RTX 3080,53559,3.9,242,72924,4.5,587,88661,4.6,1844,-19365,-35102,4.333333333333333,1,122,6534198
2024-10-13,AMD RX 6600,49965,4.2,772,82852,3.7,750,48757,3.8,365,-32887,1208,3.9,0,205,10242825
2024-10-13,AMD RX 6700 XT,67745,4.4,1258,31457,4.7,949,42537,4.5,1622,36288,25208,4.533333333333334,0,1,67745
2024-10-13,NVIDIA RTX 4060,72365,4.9,445,60002,3.8,1600,40299,4.1,1916,12363,32066,4.266666666666667,0,1,72365
2024-10-13,AMD RX 7900 XTX,25198,3.9,553,68227,3.9,1204,37838,3.8,478,-43029,-12640,3.8666666666666667,1,260,6551480
2024-10-12,NVIDIA RTX 3060,81429,4.8,375,34534,5.0,1741,64158,4.6,1046,46895,17271,4.8,0,1,81429
2024-10-12,NVIDIA RTX 3070,69389,4.2,834,56137,4.8,1167,94380,4.4,1909,13252,-24991,4.466666666666667,0,1,69389
2024-10-12,NVIDIA RTX 3080,66027,4.3,459,65660,4.2,112,58038,4.0,867,367,7989,4.166666666666667,0,36,2376972
2024-10-12,AMD RX 6600,35042,4.8,386,34496,3.6,494,45780,4.6,1842,546,-10738,4.333333333333333,0,35,1226470
2024-10-12,AMD RX 6700 XT,49902,4.6,1383,34025,5.0,518,29639,4.4,1726,15877,20263,4.666666666666667,0,1,49902
2024-10-12,NVIDIA RTX 4060,37981,3.6,138,39208,3.8,1224,49430,3.5,1399,-1227,-11449,3.6333333333333333,1,52,1975012
2024-10-12,AMD RX 7900 XTX,93650,3.5,1291,50722,4.3,972,28419,3.7,760,42928,65231,3.8333333333333335,0,1,93650
2024-10-11,NVIDIA RTX 3060,79934,3.8,175,85771,3.7,504,28221,4.2,1856,-5837,51713,3.9,0,58,4636172
2024-10-11,NVIDIA RTX 3070,60611,4.8,1205,57575,3.8,609,68613,4.4,1773,3036,-8002,4.333333333333333,0,3,181833
2024-10-11,NVIDIA RTX 3080,89235,4.7,849,64065,4.4,1401,78873,5.0,1028,25170,10362,4.7,0,1,89235
2024-10-11,AMD RX 6600,75274,4.8,1307,50625,4.8,1085,60917,4.2,1625,24649,14357,4.6000000000000005,0,1,75274
2024-10-11,AMD RX 6700 XT,61237,4.2,1145,35432,4.1,443,63978,4.7,1992,25805,-2741,4.333333333333333,0,1,61237
2024-10-11,NVIDIA RTX 4060,37119,4.0,121,87312,4.1,1348,68979,5.0,481,-50193,-31860,4.366666666666666,1,292,10838748
2024-10-11,AMD RX 7900 XTX,58340,4.5,1650,80086,4.7,1725,58253,4.7,1098,-21746,87,4.633333333333333,0,125,7292500
2024-10-10,NVIDIA RTX 3060,90537,4.2,466,85338,4.6,975,87243,3.6,1853,5199,3294,4.133333333333334,0,5,452685
2024-10-10,NVIDIA RTX 3070,47158,4.2,834,35368,4.4,412,71127,3.9,1701,11790,-23969,4.166666666666667,0,1,47158
2024-10-10,NVIDIA RTX 3080,29089,4.6,574,47136,4.1,726,73390,4.5,1212,-18047,-44301,4.3999999999999995,1,129,3752481
2024-10-10,AMD RX 6600,32404,4.1,187,83774,4.1,1341,39318,3.8,1036,-51370,-6914,4.0,1,293,9494372
2024-10-10,AMD RX 6700 XT,53344,4.9,839,85614,4.0,1564,37551,4.3,705,-32270,15793,4.3999999999999995,0,201,10722144
2024-10-10,NVIDIA RTX 4060,76715,4.9,1905,85109,3.7,488,41401,4.0,993,-8394,35314,4.2,0,64,4909760
2024-10-10,AMD RX 7900 XTX,28412,5.0,763,22652,4.8,1595,37008,3.8,1779,5760,-8596,4.533333333333334,0,10,284120
2024-10-09,NVIDIA RTX 3060,41294,5.0,1397,75079,4.1,951,90561,3.7,1493,-33785,-49267,4.266666666666667,1,212,8754328
2024-10-09,NVIDIA RTX 3070,60004,4.4,1267,76783,4.1,730,51215,3.8,1624,-16779,8789,4.1000000000000005,0,97,5820388
2024-10-09,NVIDIA RTX 3080,47871,4.5,848,34684,4.8,1987,72696,4.4,410,13187,-24825,4.566666666666667,0,1,47871
2024-10-09,AMD RX 6600,36434,3.9,1958,41467,4.9,432,95842,3.6,1191,-5033,-59408,4.133333333333334,1,59,2149606
2024-10-09,AMD RX 6700 XT,55445,4.1,1773,51031,4.9,1679,73953,3.8,1187,4414,-18508,4.266666666666667,0,1,55445
2024-10-09,NVIDIA RTX 4060,71212,4.7,1916,71862,4.6,1400,46923,3.7,1493,-650,24289,4.333333333333333,0,35,2492420
2024-10-09,AMD RX 7900 XTX,26975,4.8,1000,75963,3.6,889,48911,4.5,1366,-48988,-21936,4.3,1,273,7364175
2024-10-08,NVIDIA RTX 3060,45590,3.6,1417,79600,3.9,170,57522,3.7,1348,-34010,-11932,3.733333333333333,1,211,9619490
2024-10-08,NVIDIA RTX 3070,60538,3.7,422,74539,4.6,157,79232,3.9,920,-14001,-18694,4.066666666666667,1,111,6719718
2024-10-08,NVIDIA RTX 3080,74408,4.6,342,43523,4.4,1494,64055,4.9,962,30885,10353,4.633333333333334,0,1,74408
2024-10-08,AMD RX 6600,55587,4.7,1575,43398,3.9,1284,88294,4.0,1577,12189,-32707,4.2,0,1,55587
2024-10-08,AMD RX 6700 XT,40799,4.5,1081,43259,3.7,289,61322,3.6,1550,-2460,-20523,3.933333333333333,1,37,1509563
2024-10-08,NVIDIA RTX 4060,54456,3.7,1806,75634,4.6,1945,64552,4.9,1355,-21178,-10096,4.4,1,141,7678296
2024-10-08,AMD RX 7900 XTX,76040,3.9,361,36778,4.9,1894,31242,4.6,387,39262,44798,4.466666666666667,0,1,76040
2024-10-07,NVIDIA RTX 3060,44222,4.4,180,78794,4.7,617,44786,4.7,1665,-34572,-564,4.6000000000000005,1,200,8844400
2024-10-07,NVIDIA RTX 3070,41707,3.7,1989,65713,5.0,1448,56985,4.7,1423,-24006,-15278,4.466666666666666,1,148,6172636
2024-10-07,NVIDIA RTX 3080,49829,4.9,1327,76973,4.0,942,80123,4.4,609,-27144,-30294,4.433333333333334,1,164,8171956
2024-10-07,AMD RX 6600,30334,4.6,1782,34543,4.5,1690,68505,3.8,665,-4209,-38171,4.3,1,72,2184048
2024-10-07,AMD RX 6700 XT,59854,3.8,1342,68309,3.9,529,43695,3.7,1614,-8455,16159,3.7999999999999994,0,63,3770802
2024-10-07,NVIDIA RTX 4060,87734,3.8,1800,79888,4.0,444,43588,4.2,1476,7846,44146,4.0,0,1,87734
2024-10-07,AMD RX 7900 XTX,80762,3.7,1293,86463,3.6,1684,60788,3.5,340,-5701,19974,3.6,0,49,3957338
